,index,full_upc_code,product_module_descr,container_descr,class 
3337,91210,058449860020,CEREAL,,some_plastic
3338,91212,058449860044,CEREAL,,some_plastic
3339,91296,059290311419,COOKIES,,some_plastic
3340,91297,059290311426,COOKIES,,some_plastic
3341,91298,059290311433,COOKIES,,some_plastic
3342,91463,059642000268,BUBBLE GUM,,some_plastic
3343,91464,059642003436,BUBBLE GUM,,some_plastic
3344,91467,059642010212,BUBBLE GUM,,some_plastic
3345,91469,059642100456,BUBBLE GUM,,some_plastic
3346,91470,059642102108,BUBBLE GUM,,some_plastic
3347,91471,059642103181,BUBBLE GUM,,some_plastic
3348,91472,059642131924,BUBBLE GUM,,some_plastic
3349,91473,059642132440,BUBBLE GUM,,some_plastic
3350,91474,059642133126,BUBBLE GUM,,some_plastic
3351,91475,059642133461,BUBBLE GUM,,some_plastic
3352,91476,059642133478,BUBBLE GUM,,some_plastic
3353,91477,059642144016,BUBBLE GUM,,some_plastic
3354,91478,059642144047,BUBBLE GUM,,some_plastic
3355,91479,059642161235,BUBBLE GUM,,some_plastic
3356,91484,059642700342,BUBBLE GUM,,some_plastic
3357,91486,059642711447,BUBBLE GUM,,some_plastic
3358,91493,059642901961,BUBBLE GUM,,some_plastic
3359,91498,059642918273,BUBBLE GUM,,some_plastic
3360,91499,059642921532,BUBBLE GUM,,some_plastic
3361,91500,059642921570,BUBBLE GUM,,some_plastic
3362,91501,059642923277,BUBBLE GUM,,some_plastic
3363,91502,059642923451,BUBBLE GUM,,some_plastic
3364,91503,059642932514,BUBBLE GUM,,some_plastic
3365,91984,062338782836,AIR/SPECIALTY FRESHNERS,,some_plastic
3366,91986,062338795539,AIR/SPECIALTY FRESHNERS,,some_plastic
3367,92034,062338911014,AIR/SPECIALTY FRESHNERS,,some_plastic
3368,92090,062338970530,AIR/SPECIALTY FRESHNERS,,some_plastic
3369,92096,062338980003,AIR/SPECIALTY FRESHNERS,,some_plastic
3370,92099,062338982618,AIR/SPECIALTY FRESHNERS,,some_plastic
3371,92119,062338988443,AIR/SPECIALTY FRESHNERS,,some_plastic
3372,92160,062356505561,BEANS-DRY,,some_plastic
3373,92162,062356506513,BEANS-DRY,,some_plastic
3374,92166,062356507367,BEANS-DRY,,some_plastic
3375,92168,062356507404,BEANS-DRY,,some_plastic
3376,92171,062356518011,BEANS-DRY,,some_plastic
3377,92174,062356544119,CORN MEAL,SACK,some_plastic
3378,92364,064144000708,COOKING SPRAYS,AEROSOL,some_plastic
3379,92385,064144030026,COOKING SPRAYS,AEROSOL,some_plastic
3380,92387,064144030095,COOKING SPRAYS,AEROSOL,some_plastic
3381,92388,064144030217,COOKING SPRAYS,AEROSOL,some_plastic
3382,92389,064144030316,COOKING SPRAYS,AEROSOL,some_plastic
3383,92390,064144030644,COOKING SPRAYS,AEROSOL,some_plastic
3384,92391,064144030958,COOKING SPRAYS,AEROSOL,some_plastic
3385,92392,064144031351,COOKING SPRAYS,AEROSOL,some_plastic
3386,92393,064144033164,COOKING SPRAYS,AEROSOL,some_plastic
3387,92394,064144033850,COOKING SPRAYS,AEROSOL,some_plastic
3388,92432,064144048502,COOKING SPRAYS,AEROSOL,some_plastic
3389,92982,066086100294,CANNED ARTICHOKES,GLASS,some_plastic
3390,93045,066086143246,BREADING PRODUCTS,CANISTER,some_plastic
3391,93046,066086143253,BREADING PRODUCTS,CANISTER,some_plastic
3392,93370,067742501622,COOKWARE PRODUCT,,some_plastic
3393,93445,067946966203,FLOWER AND PLANT ARTIFICIAL,,some_plastic
3394,93543,068270100325,SYRUP,,some_plastic
3395,93545,068270200124,SYRUP,,some_plastic
3396,94206,070022007004,FROZEN BREAD,,some_plastic
3397,94208,070022007158,FROZEN BREAD,,some_plastic
3398,94295,070049199614,FOOTWEAR CARE PRODUCT,,some_plastic
3399,94383,070074509600,BABY MILK AND MILK FLAVORING,CANISTER,some_plastic
3400,94404,070074559582,BABY MILK AND MILK FLAVORING,CANISTER,some_plastic
3401,94405,070074559643,BABY MILK AND MILK FLAVORING,CANISTER,some_plastic
3402,94413,070074569741,BABY MILK AND MILK FLAVORING,CANISTER,some_plastic
3403,94418,070074574318,BABY MILK AND MILK FLAVORING,CANISTER,some_plastic
3404,94422,070074575414,BABY MILK AND MILK FLAVORING,CANISTER,some_plastic
3405,94439,070074585864,BABY MILK AND MILK FLAVORING,CANISTER,some_plastic
3406,94456,070074626000,BABY MILK AND MILK FLAVORING,CANISTER,some_plastic
3407,94462,070074629520,BABY MILK AND MILK FLAVORING,CANISTER,some_plastic
3408,94492,070074647128,BABY MILK AND MILK FLAVORING,CANISTER,some_plastic
3409,94493,070074647180,BABY MILK AND MILK FLAVORING,CANISTER,some_plastic
3410,94510,070074664385,BABY MILK AND MILK FLAVORING,CANISTER,some_plastic
3411,94511,070074664408,BABY MILK AND MILK FLAVORING,CANISTER,some_plastic
3412,94517,070074666402,BABY MILK AND MILK FLAVORING,BOTTLE,some_plastic
3413,94544,070074669243,BABY MILK AND MILK FLAVORING,CANISTER,some_plastic
3414,94545,070074669380,BABY MILK AND MILK FLAVORING,CANISTER,some_plastic
3415,94547,070074669540,BABY MILK AND MILK FLAVORING,CANISTER,some_plastic
3416,94556,070074671529,BABY MILK AND MILK FLAVORING,CANISTER,some_plastic
3417,94621,070076006145,SMOKING ACCESSORY,,some_plastic
3418,94680,070090674054,SUGAR-POWDERED,POLY BAG,some_plastic
3419,94681,070090674061,SUGAR - BROWN,POLY BAG,some_plastic
3420,94682,070090674207,SUGAR - BROWN,POLY BAG,some_plastic
3421,95249,070227500010,MATZO,,some_plastic
3422,95250,070227500027,MATZO,,some_plastic
3423,95253,070227500058,MATZO,,some_plastic
3424,95254,070227500065,MATZO,,some_plastic
3425,95255,070227500072,MATZO MEAL/MIXES,,some_plastic
3426,95257,070227500096,MATZO,,some_plastic
3427,95278,070227500669,MATZO MEAL/MIXES,,some_plastic
3428,95302,070227600000,MATZO,,some_plastic
3429,95304,070227600031,MATZO,,some_plastic
3430,95305,070227600048,MATZO,,some_plastic
3431,95308,070227600079,MATZO MEAL/MIXES,,some_plastic
3432,95319,070227600277,CAKE MIX,,some_plastic
3433,95328,070227601342,CAKE MIX,,some_plastic
3434,95330,070227601366,CAKE MIX,,some_plastic
3435,95337,070227603018,MATZO,,some_plastic
3436,95338,070227603049,MATZO MEAL/MIXES,,some_plastic
3437,95340,070227603063,MATZO,,some_plastic
3438,95342,070227603094,MATZO MEAL/MIXES,,some_plastic
3439,95348,070227610504,MATZO,,some_plastic
3440,95514,070257102512,LIGHTERS,,some_plastic
3441,95547,070272002170,FROZEN/REFRIGERATED BREAKFASTS,,some_plastic
3442,95571,070272491424,WHIPPING CREAM,,some_plastic
3443,95649,070303024850,SEAFOOD - REMAINING - CANNED,,some_plastic
3444,96240,070404004386,COOKING SPRAYS,AEROSOL,some_plastic
3445,96241,070404004508,COOKING SPRAYS,AEROSOL,some_plastic
3446,96243,070404004539,COOKING SPRAYS,AEROSOL,some_plastic
3447,96271,070409004312,LAUNDRY TREATMENT AIDS,,some_plastic
3448,96358,070438481184,FROZEN YOGURT,,some_plastic
3449,96371,070450032104,NUTS - CANS,,some_plastic
3450,96993,070501051054,PRE-MOISTENED TOWELETTES,REFILL,some_plastic
3451,97120,070501154298,PRE-MOISTENED TOWELETTES,BAG,some_plastic
3452,97126,070501200148,PRE-MOISTENED TOWELETTES,BAG,some_plastic
3453,97212,070528085971,SALAD & POTATO TOPPINGS,,some_plastic
3454,97557,070617006238,CEREAL,,some_plastic
3455,97563,070617206072,CEREAL,,some_plastic
3456,97565,070617206096,CEREAL,,some_plastic
3457,97802,070650000057,CONFECTIONERY PASTE,,some_plastic
3458,97803,070650000064,CONFECTIONERY PASTE,,some_plastic
3459,97804,070650004031,COUGH DROPS,,some_plastic
3460,97805,070650004048,COUGH DROPS,,some_plastic
3461,97829,070650800817,ORIENTAL NOODLES,,some_plastic
3462,97830,070650800824,ORIENTAL NOODLES,,some_plastic
3463,97831,070650800831,ORIENTAL NOODLES,,some_plastic
3464,98064,070670003731,CATSUP,GLASS,some_plastic
3465,98109,070670006657,ANCHOVY PASTE,,some_plastic
3466,98254,070690273299,NUTS - CANS,,some_plastic
3467,98255,070690275866,NUTS - CANS,,some_plastic
3468,98258,070690275897,NUTS - CANS,,some_plastic
3469,98261,070690275958,NUTS - CANS,,some_plastic
3470,98314,070734000034,TEA - HERBAL BAGS,,some_plastic
3471,98465,070792010006,HOUSEHOLD APPLIANCE ACCESSORIES,,some_plastic
3472,98472,070792205174,HOUSEHOLD SCISSOR,,some_plastic
3473,98574,070796500404,CANNED ARTICHOKES,GLASS,some_plastic
3474,98718,070800906192,SALAD & POTATO TOPPINGS,,some_plastic
3475,98768,070844004533,ORIENTAL NOODLES,,some_plastic
3476,98769,070844004694,ORIENTAL NOODLES,,some_plastic
3477,98770,070844004748,ORIENTAL NOODLES,,some_plastic
3478,98771,070844004755,ORIENTAL NOODLES,,some_plastic
3479,98796,070844470536,ORIENTAL NOODLES,,some_plastic
3480,98798,070844470550,ORIENTAL NOODLES,,some_plastic
3481,98807,070844705584,ORIENTAL NOODLES,,some_plastic
3482,99634,070922032786,TOILET BOWL - DEODORIZERS,,some_plastic
3483,99666,070922051534,INSECTICIDE - MISCELLANEOUS FLY PRODUCTS,,some_plastic
3484,100014,070978005000,FROZEN BREAD,,some_plastic
3485,100015,070978005024,FROZEN BREAD,,some_plastic
3486,100016,070978005055,FROZEN BREAD,,some_plastic
3487,100017,070978005086,FROZEN BREAD,,some_plastic
3488,100157,071007071447,FROZEN/REFRIGERATED BREAKFASTS,,some_plastic
3489,100158,071007075384,FROZEN/REFRIGERATED BREAKFASTS,,some_plastic
3490,100160,071007079085,FROZEN/REFRIGERATED BREAKFASTS,,some_plastic
3491,100185,071007405242,FROZEN/REFRIGERATED BREAKFASTS,,some_plastic
3492,100322,071022307453,PRUNES-DRIED,BAG,some_plastic
3493,100342,071022340115,PRUNES-DRIED,BAG,some_plastic
3494,100344,071022340245,RAISINS,BAG,some_plastic
3495,100390,071038000447,COFFEE,CAN,some_plastic
3496,100391,071038000454,COFFEE,CAN,some_plastic
3497,100392,071038000478,COFFEE,CAN,some_plastic
3498,100394,071038000539,COFFEE,CAN,some_plastic
3499,100396,071038000607,COFFEE,CAN,some_plastic
3500,100577,071072012154,SALT - TABLE,CANISTER,some_plastic
3501,100578,071072012161,SALT - TABLE,CANISTER,some_plastic
3502,100642,071100004038,DIP - MIXES,,some_plastic
3503,100646,071100005288,DIP - MIXES,,some_plastic
3504,100663,071100210385,DIP - MIXES,,some_plastic
3505,100664,071100210392,DIP - MIXES,,some_plastic
3506,100775,071121044600,INSECTICIDE,,some_plastic
3507,100777,071121044808,INSECTICIDE,,some_plastic
3508,100806,071121956743,INSECTICIDE,,some_plastic
3509,100848,071121963109,INSECTICIDE-FLYING INSECT-AEROSOL,,some_plastic
3510,100922,071146005631,SALAD & POTATO TOPPINGS,,some_plastic
3511,100923,071146005648,SALAD & POTATO TOPPINGS,,some_plastic
3512,100924,071146005655,SALAD & POTATO TOPPINGS,,some_plastic
3513,100986,071160011434,COOKWARE PRODUCT,,some_plastic
3514,101016,071160060593,COOKWARE PRODUCT,,some_plastic
3515,101019,071160061231,COOKWARE PRODUCT,,some_plastic
3516,101247,071164671016,FEMININE HYGIENE-DEODORANT SPRAYS,,some_plastic
3517,101328,071169232366,EGG COLORING KITS/DYE,,some_plastic
3518,101342,071169242365,EGG COLORING KITS/DYE,,some_plastic
3519,101344,071169244611,EGG COLORING KITS/DYE,,some_plastic
3520,101352,071169249302,EGG COLORING KITS/DYE,,some_plastic
3521,101425,071169262684,EGG COLORING KITS/DYE,,some_plastic
3522,101448,071169285461,EGG COLORING KITS/DYE,,some_plastic
3523,101451,071169285546,EGG COLORING KITS/DYE,,some_plastic
3524,101465,071169297150,EGG COLORING KITS/DYE,,some_plastic
3525,101466,071169297174,EGG COLORING KITS/DYE,,some_plastic
3526,101480,071169305268,EGG COLORING KITS/DYE,,some_plastic
3527,101481,071169305275,EGG COLORING KITS/DYE,,some_plastic
3528,101482,071169305282,EGG COLORING KITS/DYE,,some_plastic
3529,101490,071169306364,EGG COLORING KITS/DYE,,some_plastic
3530,101491,071169306371,EGG COLORING KITS/DYE,,some_plastic
3531,101492,071169306388,EGG COLORING KITS/DYE,,some_plastic
3532,101493,071169306395,EGG COLORING KITS/DYE,,some_plastic
3533,101498,071169308665,EGG COLORING KITS/DYE,,some_plastic
3534,101501,071169308696,EGG COLORING KITS/DYE,,some_plastic
3535,101502,071169308702,EGG COLORING KITS/DYE,,some_plastic
3536,101504,071169308733,EGG COLORING KITS/DYE,,some_plastic
3537,101507,071169308764,EGG COLORING KITS/DYE,,some_plastic
3538,101513,071169311337,EGG COLORING KITS/DYE,,some_plastic
3539,101536,071169370006,EGG COLORING KITS/DYE,,some_plastic
3540,101537,071169382375,EGG COLORING KITS/DYE,,some_plastic
3541,101538,071169384614,EGG COLORING KITS/DYE,,some_plastic
3542,101540,071169394071,EGG COLORING KITS/DYE,,some_plastic
3543,101541,071169394286,EGG COLORING KITS/DYE,,some_plastic
3544,101547,071169402691,EGG COLORING KITS/DYE,,some_plastic
3545,101548,071169402714,EGG COLORING KITS/DYE,,some_plastic
3546,101924,071202003106,FROZEN FRUITS,,some_plastic
3547,101925,071202003137,FROZEN FRUITS,,some_plastic
3548,101929,071202006060,FROZEN FRUITS,,some_plastic
3549,101930,071202006077,FROZEN FRUITS,,some_plastic
3550,101934,071202064299,FROZEN FRUITS,,some_plastic
3551,101944,071202067504,FROZEN FRUITS,,some_plastic
3552,101945,071202094609,FROZEN FRUITS,,some_plastic
3553,101946,071202094616,FROZEN FRUITS,,some_plastic
3554,101951,071202105237,FROZEN FRUITS,,some_plastic
3555,101961,071202140238,FROZEN FRUITS,,some_plastic
3556,101962,071202140276,FROZEN FRUITS,,some_plastic
3557,101968,071202171102,FROZEN FRUITS,,some_plastic
3558,101970,071202171201,FROZEN FRUITS,,some_plastic
3559,101971,071202171218,FROZEN FRUITS,,some_plastic
3560,101983,071202285342,FROZEN FRUITS,,some_plastic
3561,101985,071202320128,FROZEN FRUITS,,some_plastic
3562,102255,071249135631,PRE-MOISTENED TOWELETTES,TUB,some_plastic
3563,103880,071262041872,CANNED SOUP,,some_plastic
3564,103911,071270380970,MATZO,,some_plastic
3565,103912,071270380987,MATZO,,some_plastic
3566,104022,071281006098,INSECTICIDE-FLYING INSECT-AEROSOL,,some_plastic
3567,104024,071281006234,INSECTICIDE,,some_plastic
3568,104249,071429010680,BREADING PRODUCTS,BAG,some_plastic
3569,104717,071481000056,CHEESE - FARMERS,,some_plastic
3570,104718,071481000063,CHEESE - FARMERS,,some_plastic
3571,104720,071481011601,CHEESE - FARMERS,,some_plastic
3572,106769,071653071419,EGG COLORING KITS/DYE,,some_plastic
3573,106773,071653071693,EGG COLORING KITS/DYE,,some_plastic
3574,106774,071653071792,EGG COLORING KITS/DYE,,some_plastic
3575,107074,071662435066,HOBBY SUPPLIES,,some_plastic
3576,107121,071662830090,HOUSEHOLD SCISSOR,,some_plastic
3577,107122,071662830106,HOUSEHOLD SCISSOR,,some_plastic
3578,107146,071691012528,DISHWASHING ACCESSORY,,some_plastic
3579,107889,071779051326,CHEESE - RICOTTA,CUP,some_plastic
3580,108111,071859426402,BIRD FOOD,,some_plastic
3581,108112,071859426426,BIRD FOOD,,some_plastic
3582,108113,071859426440,BIRD FOOD,,some_plastic
3583,108114,071859426457,BIRD FOOD,,some_plastic
3584,108115,071859426464,BIRD FOOD,,some_plastic
3585,108125,071859534770,BIRD FOOD,,some_plastic
3586,108127,071859543109,BIRD FOOD,,some_plastic
3587,108129,071859546124,BIRD FOOD,,some_plastic
3588,108130,071859547114,BIRD FOOD,,some_plastic
3589,108131,071859547121,BIRD FOOD,,some_plastic
3590,108134,071859550282,BIRD FOOD,,some_plastic
3591,108144,071859942360,BIRD FOOD,,some_plastic
3592,108145,071859942384,BIRD FOOD,,some_plastic
3593,108146,071859942407,BIRD FOOD,,some_plastic
3594,108158,071859943220,BIRD FOOD,,some_plastic
3595,108163,071859944487,BIRD FOOD,,some_plastic
3596,108168,071859945279,BIRD FOOD,,some_plastic
3597,108192,071859948676,BIRD FOOD,,some_plastic
3598,108193,071859948683,BIRD FOOD,,some_plastic
3599,108194,071859948713,BIRD FOOD,,some_plastic
3600,108209,071859995939,BIRD FOOD,,some_plastic
3601,108211,071859996028,BIRD FOOD,,some_plastic
3602,108215,071859998466,BIRD FOOD,,some_plastic
3603,108220,071859999005,BIRD FOOD,,some_plastic
3604,108221,071859999029,BIRD FOOD,,some_plastic
3605,108619,072030001807,COOKIES,,some_plastic
3606,108757,072058607616,PIE & PASTRY FILLING - CANNED,,some_plastic
3607,108862,072076131001,DISHWASHING ACCESSORY,,some_plastic
3608,108895,072084015485,BUBBLE GUM,,some_plastic
3609,109614,072240546785,PERISHABLE FRESH FRUIT,,some_plastic
3610,109650,072248271580,ANCHOVY PASTE,,some_plastic
3611,109866,072310000377,TEA - HERBAL BAGS,,some_plastic
3612,110248,072368320366,GLAZES - FRUIT,,some_plastic
3613,110256,072368375465,SALT - TABLE,JAR,some_plastic
3614,110753,072457880115,CATSUP,GLASS,some_plastic
3615,110756,072457880665,SYRUP,,some_plastic
3616,110759,072457880696,SYRUP,,some_plastic
3617,111024,072549000209,ANCHOVY PASTE,,some_plastic
3618,111096,072579001016,BEANS-DRY,,some_plastic
3619,111482,072655000810,FROZEN/REFRIGERATED BREAKFASTS,,some_plastic
3620,111618,072700000017,MATZO,,some_plastic
3621,111619,072700000024,MATZO,,some_plastic
3622,111620,072700000031,MATZO,,some_plastic
3623,111621,072700000048,MATZO,,some_plastic
3624,111622,072700000055,MATZO,,some_plastic
3625,111623,072700000079,MATZO MEAL/MIXES,,some_plastic
3626,111624,072700000093,MATZO MEAL/MIXES,,some_plastic
3627,111627,072700000147,MATZO,,some_plastic
3628,111628,072700000161,MATZO,,some_plastic
3629,111629,072700000178,MATZO,,some_plastic
3630,111630,072700000192,MATZO,,some_plastic
3631,111635,072700000307,MATZO,,some_plastic
3632,111639,072700000406,MATZO,,some_plastic
3633,111642,072700000499,MATZO,,some_plastic
3634,111643,072700000505,CAKE MIX,,some_plastic
3635,111645,072700000529,CAKE MIX,,some_plastic
3636,111646,072700000536,CAKE MIX,,some_plastic
3637,111647,072700000550,CAKE MIX,,some_plastic
3638,111648,072700000567,CAKE MIX,,some_plastic
3639,111649,072700000604,CAKE MIX,,some_plastic
3640,111654,072700000666,DEHYDRATED POTATOES,,some_plastic
3641,111664,072700000796,MATZO MEAL/MIXES,,some_plastic
3642,111676,072700000987,MATZO MEAL/MIXES,,some_plastic
3643,111677,072700000994,MATZO MEAL/MIXES,,some_plastic
3644,111678,072700001007,MATZO,,some_plastic
3645,111696,072700001823,MATZO,,some_plastic
3646,111697,072700002035,MATZO,,some_plastic
3647,111698,072700002073,MATZO,,some_plastic
3648,111699,072700002080,MATZO,,some_plastic
3649,111715,072700006026,MATZO,,some_plastic
3650,111719,072700007115,CAKE MIX,,some_plastic
3651,111728,072700007757,DEHYDRATED POTATOES,,some_plastic
3652,111730,072700007856,DEHYDRATED POTATOES,,some_plastic
3653,111738,072700008211,MATZO,,some_plastic
3654,111739,072700008259,CAKE MIX,,some_plastic
3655,111743,072700022583,PRUNES-DRIED,BAG,some_plastic
3656,111744,072700022590,PRUNES-DRIED,BAG,some_plastic
3657,111748,072700051019,MATZO MEAL/MIXES,,some_plastic
3658,111757,072700056014,MATZO,,some_plastic
3659,111758,072700056045,MATZO,,some_plastic
3660,111761,072700056090,MATZO MEAL/MIXES,,some_plastic
3661,111791,072700101622,MATZO MEAL/MIXES,,some_plastic
3662,113041,072971000051,ICE,,some_plastic
3663,114067,073166042245,ORIENTAL NOODLES,,some_plastic
3664,114426,073287611818,HOUSEHOLD SCISSOR,,some_plastic
3665,114820,073390000110,BREATH MINTS,,some_plastic
3666,114822,073390000165,BREATH MINTS,,some_plastic
3667,114824,073390001971,BREATH MINTS,,some_plastic
3668,114843,073390007898,BREATH MINTS,,some_plastic
3669,114929,073390026349,BREATH MINTS,,some_plastic
3670,114931,073390026479,BREATH MINTS,,some_plastic
3671,115383,073490124242,COOKIES,,some_plastic
3672,115390,073490125003,MATZO,,some_plastic
3673,115391,073490125010,MATZO,,some_plastic
3674,115392,073490125027,MATZO MEAL/MIXES,,some_plastic
3675,115395,073490125171,MATZO,,some_plastic
3676,115425,073490130137,MATZO,,some_plastic
3677,115426,073490130144,MATZO,,some_plastic
3678,115427,073490130212,MATZO,,some_plastic
3679,115433,073490130670,MATZO,,some_plastic
3680,115434,073490130779,MATZO,,some_plastic
3681,115435,073490130809,MATZO,,some_plastic
3682,115436,073490130816,MATZO,,some_plastic
3683,115441,073490131370,MATZO,,some_plastic
3684,115442,073490131486,MATZO,,some_plastic
3685,115443,073490131875,MATZO,,some_plastic
3686,115445,073490131912,MATZO,,some_plastic
3687,115452,073490132100,MATZO MEAL/MIXES,,some_plastic
3688,115454,073490132131,MATZO,,some_plastic
3689,115460,073490132254,MATZO,,some_plastic
3690,115466,073490132421,MATZO,,some_plastic
3691,115467,073490132438,MATZO,,some_plastic
3692,115469,073490132599,MATZO,,some_plastic
3693,115470,073490132605,MATZO,,some_plastic
3694,115471,073490132711,MATZO,,some_plastic
3695,115472,073490132728,MATZO,,some_plastic
3696,115486,073490150777,MATZO MEAL/MIXES,,some_plastic
3697,115561,073502000281,HOUSEHOLD APPLIANCE ACCESSORIES,,some_plastic
3698,115592,073502507162,HOUSEHOLD APPLIANCE ACCESSORIES,,some_plastic
3699,115593,073502507377,HOUSEHOLD APPLIANCE ACCESSORIES,,some_plastic
3700,115596,073502508817,HOUSEHOLD APPLIANCE ACCESSORIES,,some_plastic
3701,115598,073502520413,HOUSEHOLD APPLIANCE ACCESSORIES,,some_plastic
3702,115599,073502520420,HOUSEHOLD APPLIANCE ACCESSORIES,,some_plastic
3703,115600,073502520437,HOUSEHOLD APPLIANCE ACCESSORIES,,some_plastic
3704,115602,073502520543,HOUSEHOLD APPLIANCE ACCESSORIES,,some_plastic
3705,115603,073502520550,HOUSEHOLD APPLIANCE ACCESSORIES,,some_plastic
3706,115639,073510001959,COOKIES,,some_plastic
3707,115641,073510002499,COOKIES,,some_plastic
3708,115643,073510002567,COOKIES,,some_plastic
3709,115645,073510003595,COOKIES,,some_plastic
3710,116047,073577161702,HOUSEHOLD SCISSOR,,some_plastic
3711,116048,073577161757,HOUSEHOLD SCISSOR,,some_plastic
3712,116049,073577161788,HOUSEHOLD SCISSOR,,some_plastic
3713,116072,073585002011,BREADING PRODUCTS,BOX,some_plastic
3714,116267,073668000408,FROZEN FRUITS,,some_plastic
3715,116268,073668000415,FROZEN FRUITS,,some_plastic
3716,116450,073841490101,SALT-THAWING,,some_plastic
3717,116451,073841490255,SALT-THAWING,,some_plastic
3718,116453,073841568107,SALT-THAWING,,some_plastic
3719,116455,073841568251,SALT-THAWING,,some_plastic
3720,116534,073854021798,TRADING CARDS,,some_plastic
3721,116625,073926139109,SALT-THAWING,,some_plastic
3722,116838,074026441000,DEHYDRATED POTATOES,,some_plastic
3723,117536,074108800145,HOUSEHOLD SCISSOR,,some_plastic
3724,117538,074108800268,HOUSEHOLD SCISSOR,,some_plastic
3725,117539,074108800459,HOUSEHOLD SCISSOR,,some_plastic
3726,119058,074305014321,FRUIT PUNCH BASES & SYRUPS,GLASS,some_plastic
3727,119435,074333374701,CEREAL,,some_plastic
3728,119449,074333476542,BEANS-DRY,,some_plastic
3729,119457,074333684220,CORN MEAL,SACK,some_plastic
3730,119473,074334000500,ICE,,some_plastic
3731,119717,074471000500,COFFEE,CANISTER,some_plastic
3732,119724,074471002108,COFFEE,CAN,some_plastic
3733,120155,074608350102,ICE,,some_plastic
3734,120157,074608350201,ICE,,some_plastic
3735,120158,074608351109,ICE,,some_plastic
3736,120159,074608352052,ICE,,some_plastic
3737,120479,074683003108,SYRUP,,some_plastic
3738,120481,074683003283,SYRUP,,some_plastic
3739,120497,074683005515,SYRUP,,some_plastic
3740,120525,074683096308,CANNED SOUP,,some_plastic
3741,120526,074683096315,CANNED SOUP,,some_plastic
3742,120527,074683096322,CANNED SOUP,,some_plastic
3743,120528,074683096506,COOKING SPRAYS,AEROSOL,some_plastic
3744,120529,074683096513,COOKING SPRAYS,AEROSOL,some_plastic
3745,120620,074714086636,SALAD & POTATO TOPPINGS,,some_plastic
3746,120621,074714086643,SALAD & POTATO TOPPINGS,,some_plastic
3747,120622,074714086650,SALAD & POTATO TOPPINGS,,some_plastic
3748,120624,074714088319,SALAD & POTATO TOPPINGS,,some_plastic
3749,120625,074714088326,SALAD & POTATO TOPPINGS,,some_plastic
3750,120685,074764471161,FALSE EYELASHES,,some_plastic
3751,120694,074764601032,FALSE EYELASHES,,some_plastic
3752,120702,074764610102,FALSE EYELASHES,,some_plastic
3753,120710,074764615657,FALSE EYELASHES,,some_plastic
3754,120711,074764615671,FALSE EYELASHES,,some_plastic
3755,120729,074764619136,FALSE EYELASHES,,some_plastic
3756,120730,074764619150,FALSE EYELASHES,,some_plastic
3757,120740,074764638106,FALSE EYELASHES,,some_plastic
3758,120741,074764639844,FALSE EYELASHES,,some_plastic
3759,120743,074764641106,FALSE EYELASHES,,some_plastic
3760,120761,074764658500,FALSE EYELASHES,,some_plastic
3761,120767,074764665232,FALSE EYELASHES,,some_plastic
3762,120770,074764667632,FALSE EYELASHES,,some_plastic
3763,120771,074764667649,FALSE EYELASHES,,some_plastic
3764,120773,074764674104,FALSE EYELASHES,,some_plastic
3765,120775,074764674333,FALSE EYELASHES,,some_plastic
3766,120776,074764674364,FALSE EYELASHES,,some_plastic
3767,120778,074764674494,FALSE EYELASHES,,some_plastic
3768,120779,074764674500,FALSE EYELASHES,,some_plastic
3769,120780,074764674531,FALSE EYELASHES,,some_plastic
3770,120782,074764674975,FALSE EYELASHES,,some_plastic
3771,120784,074764675071,FALSE EYELASHES,,some_plastic
3772,120785,074764675163,FALSE EYELASHES,,some_plastic
3773,120788,074764679505,FALSE EYELASHES,,some_plastic
3774,120789,074764679512,FALSE EYELASHES,,some_plastic
3775,120790,074764679529,FALSE EYELASHES,,some_plastic
3776,120791,074764679536,FALSE EYELASHES,,some_plastic
3777,120796,074764689474,FALSE EYELASHES,,some_plastic
3778,120800,074764704603,FALSE EYELASHES,,some_plastic
3779,120805,074764704764,FALSE EYELASHES,,some_plastic
3780,120806,074764704771,FALSE EYELASHES,,some_plastic
3781,120807,074764704795,FALSE EYELASHES,,some_plastic
3782,120809,074764718808,FALSE EYELASHES,,some_plastic
3783,121121,074887447609,PRE-MOISTENED TOWELETTES,POCKET PACK,some_plastic
3784,121641,075131027615,COOKIES,,some_plastic
3785,121643,075131027646,COOKIES,,some_plastic
3786,121693,075182050570,DISHWASHING ACCESSORY,,some_plastic
3787,122387,075609041211,PRE-MOISTENED TOWELETTES,BAG,some_plastic
3788,122558,075609604041,PRE-MOISTENED TOWELETTES,BAG,some_plastic
3789,122598,075656035034,HOBBY SUPPLIES,,some_plastic
3790,122599,075656035058,HOBBY SUPPLIES,,some_plastic
3791,122603,075656035232,HOBBY SUPPLIES,,some_plastic
3792,122757,075669121007,CORN MEAL,SACK,some_plastic
3793,122758,075669121014,CORN MEAL,SACK,some_plastic
3794,122759,075669121045,CORN MEAL,SACK,some_plastic
3795,122771,075669126231,SUGAR - BROWN,WRAP,some_plastic
3796,122772,075669126293,SUGAR - BROWN,POLY BAG,some_plastic
3797,122779,075669175024,CONFECTIONERY PASTE,,some_plastic
3798,122826,075691004453,HOUSEHOLD SCISSOR,,some_plastic
3799,122827,075691004460,HOUSEHOLD SCISSOR,,some_plastic
